X,Y,Z,Name,
-98.759960125123,29.3885714861054,0,GCSATX_green_1
-98.7599734964686,29.3885662059819,0,GCSATX_green_1
-98.7599783600831,29.3885640933656,0,GCSATX_green_1
-98.7599844415043,29.388560923828,0,GCSATX_green_1
-98.7599880913151,29.3885588104451,0,GCSATX_green_1
-98.7599929565189,29.388556697116,0,GCSATX_green_1
-98.7599978195229,29.3885556408581,0,GCSATX_green_1
-98.7600026884431,29.3885524697622,0,GCSATX_green_1
-98.7600063367811,29.388549296174,0,GCSATX_green_1
-98.7600111963185,29.3885461213656,0,GCSATX_green_1
-98.7600148406019,29.3885440047421,0,GCSATX_green_1
-98.760018486532,29.388540830125,0,GCSATX_green_1
-98.7600233462152,29.3885376552176,0,GCSATX_green_1
-98.7600269922749,29.3885344805297,0,GCSATX_green_1
-98.7600318502863,29.3885323636848,0,GCSATX_green_1
-98.7600354964498,29.3885291888471,0,GCSATX_green_1
-98.7600391426799,29.3885260139951,0,GCSATX_green_1
-98.7600415753988,29.3885228391731,0,GCSATX_green_1
-98.7600452217941,29.3885196641361,0,GCSATX_green_1
-98.7600476565902,29.3885154307915,0,GCSATX_green_1
-98.7600512702934,29.388512253702,0,GCSATX_green_1
-98.7600548347809,29.3885090757722,0,GCSATX_green_1
-98.7600571587813,29.3885048423357,0,GCSATX_green_1
-98.7600606920251,29.3885006133157,0,GCSATX_green_1
-98.760061799621,29.3884963885289,0,GCSATX_green_1
-98.7600617644142,29.388491108906,0,GCSATX_green_1
-98.7600629961303,29.3884858271071,0,GCSATX_green_1
-98.7600642255194,29.3884816008164,0,GCSATX_green_1
-98.7600654551192,29.388477373888,0,GCSATX_green_1
-98.7600666849052,29.3884731462064,0,GCSATX_green_1
-98.7600679148814,29.3884689178183,0,GCSATX_green_1
-98.7600679252607,29.3884646899831,0,GCSATX_green_1
-98.7600679382342,29.3884594046065,0,GCSATX_green_1
-98.7600667287917,29.3884551773577,0,GCSATX_green_1
-98.7600667442834,29.3884488337167,0,GCSATX_green_1
-98.7600667546125,29.3884446040549,0,GCSATX_green_1
-98.7600643250639,29.3884403779716,0,GCSATX_green_1
-98.7600643445399,29.3884361449612,0,GCSATX_green_1
-98.7600631413857,29.3884319142694,0,GCSATX_green_1
-98.76006193839,29.3884276831018,0,GCSATX_green_1
-98.760061976037,29.3884234412721,0,GCSATX_green_1
-98.7600607793149,29.3884192061161,0,GCSATX_green_1
-98.7600595800113,29.3884149713552,0,GCSATX_green_1
-98.7600571558953,29.3884107408731,0,GCSATX_green_1
-98.7600547317337,29.3884065103009,0,GCSATX_green_1
-98.7600535319064,29.3884022742749,0,GCSATX_green_1
-98.7600486698068,29.388399106039,0,GCSATX_green_1
-98.7600462584766,29.3883948679432,0,GCSATX_green_1
-98.7600426234117,29.3883916923395,0,GCSATX_green_1
-98.7600402113186,29.3883874531673,0,GCSATX_green_1
-98.7600390164708,29.3883832109779,0,GCSATX_green_1
-98.7600366036414,29.388378970324,0,GCSATX_green_1
-98.7600329727003,29.3883747315713,0,GCSATX_green_1
-98.7600293359585,29.3883715541122,0,GCSATX_green_1
-98.7600256989753,29.3883683764847,0,GCSATX_green_1
-98.7600220566294,29.3883662606778,0,GCSATX_green_1
-98.7600172007107,29.3883630865132,0,GCSATX_green_1
-98.7600135609232,29.3883599106082,0,GCSATX_green_1
-98.7600099164719,29.3883577965944,0,GCSATX_green_1
-98.7600050543971,29.3883556861436,0,GCSATX_green_1
-98.7600014102476,29.3883535723314,0,GCSATX_green_1
-98.7599953272027,29.3883525276989,0,GCSATX_green_1
-98.7599904663716,29.3883504177614,0,GCSATX_green_1
-98.7599856059177,29.3883483079115,0,GCSATX_green_1
