X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-98.811215073,29.779189677,"0","0","66",494.904,,,,,,,,,,,,,,,,,,,,,,
-98.811219812,29.779189686,"0","0","67",494.898,,,,,,,,,,,,,,,,,,,,,,
-98.811229292,29.779191069,"0","0","68",494.881,,,,,,,,,,,,,,,,,,,,,,
-98.811235614,29.779192448,"0","0","69",494.867,,,,,,,,,,,,,,,,,,,,,,
-98.811241933,29.779192458,"0","0","70",494.859,,,,,,,,,,,,,,,,,,,,,,
-98.811245071,29.779186992,"0","0","71",494.876,,,,,,,,,,,,,,,,,,,,,,
-98.811243471,29.779181518,"0","0","72",494.899,,,,,,,,,,,,,,,,,,,,,,
-98.811238723,29.779178775,"0","0","73",494.915,,,,,,,,,,,,,,,,,,,,,,
-98.811232395,29.77917603,"0","0","74",494.932,,,,,,,,,,,,,,,,,,,,,,
-98.811226074,29.779174652,"0","0","75",494.943,,,,,,,,,,,,,,,,,,,,,,
-98.811219755,29.779174642,"0","0","76",494.95,,,,,,,,,,,,,,,,,,,,,,
-98.811213433,29.779173263,"0","0","77",494.961,,,,,,,,,,,,,,,,,,,,,,
-98.811207116,29.779173252,"0","0","78",494.967,,,,,,,,,,,,,,,,,,,,,,
-98.811199183,29.779173222,"0","0","79",494.975,,,,,,,,,,,,,,,,,,,,,,
-98.811189666,29.779173186,"0","0","80",494.985,,,,,,,,,,,,,,,,,,,,,,
-98.81118333,29.779171801,"0","0","81",494.995,,,,,,,,,,,,,,,,,,,,,,
-98.811177018,29.779170426,"0","0","82",495.005,,,,,,,,,,,,,,,,,,,,,,
-98.81116914,29.779170418,"0","0","83",495.013,,,,,,,,,,,,,,,,,,,,,,
-98.811162838,29.779170412,"0","0","84",495.019,,,,,,,,,,,,,,,,,,,,,,
-98.811155006,29.779170426,"0","0","85",495.027,,,,,,,,,,,,,,,,,,,,,,
-98.811148743,29.779170438,"0","0","86",495.033,,,,,,,,,,,,,,,,,,,,,,
-98.811142495,29.779171824,"0","0","87",495.036,,,,,,,,,,,,,,,,,,,,,,
-98.81113468,29.779173213,"0","0","88",495.041,,,,,,,,,,,,,,,,,,,,,,
-98.811125297,29.779174605,"0","0","89",495.047,,,,,,,,,,,,,,,,,,,,,,
-98.811119076,29.779176007,"0","0","90",495.051,,,,,,,,,,,,,,,,,,,,,,
-98.811111379,29.779177464,"0","0","91",495.057,,,,,,,,,,,,,,,,,,,,,,
-98.811105235,29.77918028,"0","0","92",495.06,,,,,,,,,,,,,,,,,,,,,,
-98.811099101,29.779184474,"0","0","93",495.061,,,,,,,,,,,,,,,,,,,,,,
-98.811097497,29.77917899,"0","0","94",495.07,,,,,,,,,,,,,,,,,,,,,,
-98.811100542,29.779174832,"0","0","95",495.073,,,,,,,,,,,,,,,,,,,,,,
-98.811106689,29.779172018,"0","0","96",495.071,,,,,,,,,,,,,,,,,,,,,,
-98.811112846,29.779170579,"0","0","97",495.067,,,,,,,,,,,,,,,,,,,,,,
-98.811120525,29.779167752,"0","0","98",495.065,,,,,,,,,,,,,,,,,,,,,,
-98.811126768,29.779166363,"0","0","99",495.061,,,,,,,,,,,,,,,,,,,,,,
-98.811133033,29.779166351,"0","0","100",495.056,,,,,,,,,,,,,,,,,,,,,,
-98.811139281,29.779164966,"0","0","101",495.053,,,,,,,,,,,,,,,,,,,,,,
-98.811145544,29.779164954,"0","0","102",495.048,,,,,,,,,,,,,,,,,,,,,,
-98.81115179,29.77916357,"0","0","103",495.046,,,,,,,,,,,,,,,,,,,,,,
-98.81115806,29.779162197,"0","0","104",495.044,,,,,,,,,,,,,,,,,,,,,,
-98.811165936,29.779162204,"0","0","105",495.037,,,,,,,,,,,,,,,,,,,,,,
-98.811170662,29.779162209,"0","0","106",495.033,,,,,,,,,,,,,,,,,,,,,,
-98.81117854,29.779162216,"0","0","107",495.027,,,,,,,,,,,,,,,,,,,,,,
-98.811184864,29.779160867,"0","0","108",495.025,,,,,,,,,,,,,,,,,,,,,,
-98.811195966,29.779160907,"0","0","109",495.016,,,,,,,,,,,,,,,,,,,,,,
-98.811205485,29.779160942,"0","0","110",495.008,,,,,,,,,,,,,,,,,,,,,,
-98.811211808,29.779160955,"0","0","111",495.003,,,,,,,,,,,,,,,,,,,,,,
-98.811218125,29.779160965,"0","0","112",494.998,,,,,,,,,,,,,,,,,,,,,,
-98.811224453,29.77916371,"0","0","113",494.983,,,,,,,,,,,,,,,,,,,,,,
-98.811230776,29.779165088,"0","0","114",494.973,,,,,,,,,,,,,,,,,,,,,,
-98.811237098,29.779166465,"0","0","115",494.962,,,,,,,,,,,,,,,,,,,,,,
-98.811241841,29.779167839,"0","0","116",494.953,,,,,,,,,,,,,,,,,,,,,,
-98.811249748,29.779170586,"0","0","117",494.935,,,,,,,,,,,,,,,,,,,,,,
-98.811256072,29.779171964,"0","0","118",494.924,,,,,,,,,,,,,,,,,,,,,,
-98.811262396,29.779173341,"0","0","119",494.913,,,,,,,,,,,,,,,,,,,,,,
-98.811268705,29.779170615,"0","0","120",494.918,,,,,,,,,,,,,,,,,,,,,,
-98.811270261,29.779165146,"0","0","121",494.938,,,,,,,,,,,,,,,,,,,,,,
-98.811265508,29.779161037,"0","0","122",494.958,,,,,,,,,,,,,,,,,,,,,,
-98.811259179,29.779158293,"0","0","123",494.974,,,,,,,,,,,,,,,,,,,,,,
-98.811251276,29.779156914,"0","0","124",494.987,,,,,,,,,,,,,,,,,,,,,,
-98.811244948,29.77915417,"0","0","125",495.003,,,,,,,,,,,,,,,,,,,,,,
-98.811238621,29.779151427,"0","0","126",495.018,,,,,,,,,,,,,,,,,,,,,,
-98.811233877,29.779150052,"0","0","127",495.026,,,,,,,,,,,,,,,,,,,,,,
-98.811225975,29.779148673,"0","0","128",495.036,,,,,,,,,,,,,,,,,,,,,,
-98.811219658,29.779148664,"0","0","129",495.039,,,,,,,,,,,,,,,,,,,,,,
-98.811213336,29.779147287,"0","0","130",495.048,,,,,,,,,,,,,,,,,,,,,,
-98.811208594,29.779145913,"0","0","131",495.055,,,,,,,,,,,,,,,,,,,,,,
-98.81120067,29.779145889,"0","0","132",495.059,,,,,,,,,,,,,,,,,,,,,,
-98.811194326,29.779145868,"0","0","133",495.063,,,,,,,,,,,,,,,,,,,,,,
-98.811184811,29.779145836,"0","0","134",495.068,,,,,,,,,,,,,,,,,,,,,,
-98.811178475,29.779147181,"0","0","135",495.068,,,,,,,,,,,,,,,,,,,,,,
-98.811172149,29.77914853,"0","0","136",495.068,,,,,,,,,,,,,,,,,,,,,,
-98.811165858,29.779149892,"0","0","137",495.068,,,,,,,,,,,,,,,,,,,,,,
-98.811159566,29.779151254,"0","0","138",495.069,,,,,,,,,,,,,,,,,,,,,,
-98.811153275,29.779152616,"0","0","139",495.07,,,,,,,,,,,,,,,,,,,,,,
-98.811146983,29.779153979,"0","0","140",495.071,,,,,,,,,,,,,,,,,,,,,,
-98.811140732,29.779155359,"0","0","141",495.072,,,,,,,,,,,,,,,,,,,,,,
-98.811136051,29.779156739,"0","0","142",495.073,,,,,,,,,,,,,,,,,,,,,,
-98.811128238,29.779158126,"0","0","143",495.076,,,,,,,,,,,,,,,,,,,,,,
-98.81112199,29.77915951,"0","0","144",495.078,,,,,,,,,,,,,,,,,,,,,,
-98.811115824,29.779160936,"0","0","145",495.08,,,,,,,,,,,,,,,,,,,,,,
-98.81110967,29.779162371,"0","0","146",495.083,,,,,,,,,,,,,,,,,,,,,,
-98.811103491,29.77916243,"0","0","147",495.088,,,,,,,,,,,,,,,,,,,,,,
